REF,"OLD_REF",CODE EAN,SEGMENT PRODUIT ,SOUS SEGMENT PRODUIT,MARQUE,UNIVERS,GAMME,DESIGNATION,TAILLE,COULEUR,PCB,Statut, PPR TTC 2025, PAHT Brut 2025, PA HT remisé (20%)
1001970,34073-161-0,4009839307980,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 6000 MCT,Gyutoh 16 cm MIYABI 6000 MCT,160,Brun,1,Actuel,"229,00 €","176,01 €","  140,81 € "
1001972,34073-201-0,4009839308017,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 6000 MCT,Gyutoh 20 cm MIYABI 6000 MCT,200,Brun,1,Actuel,"279,00 €","214,44 €","  171,55 € "
1001975,34073-241-0,4009839308048,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 6000 MCT,Gyutoh 24 cm MIYABI 6000 MCT,240,Brun,1,Actuel,"319,00 €","245,18 €","  196,14 € "
1001978,34074-181-0,4009839308079,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 6000 MCT,Santoku 18 cm MIYABI 6000 MCT,180,Brun,1,Actuel,"279,00 €","214,44 €","  171,55 € "
1001981,34076-231-0,4009839308109,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 6000 MCT,Couteau à pain 23 cm MIYABI 6000 MCT,230,Brun,1,Actuel,"279,00 €","214,44 €","  171,55 € "
1001983,34078-241-0,4009839308130,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 6000 MCT,Sujihiki 24 cm MIYABI 6000 MCT,240,Brun,1,Actuel,"289,00 €","222,13 €","  177,70 € "
1002127,34680-091-0,4009839376863,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Shotoh 9 cm MIYABI 5000 FCD,90,Noir,1,Actuel,"149,00 €","114,52 €","  91,62 € "
1002131,34680-111-0,4009839376870,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Shotoh 11 cm MIYABI 5000 FCD,110,Noir,1,Actuel,"159,00 €","122,21 €","  97,77 € "
1002133,34680-131-0,4009839376887,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Shotoh 13 cm MIYABI 5000 FCD,130,Noir,1,Actuel,"169,00 €","129,89 €","  103,91 € "
1002136,34681-161-0,4009839376900,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Gyutoh 16 cm MIYABI 5000 FCD,160,Noir,1,Actuel,"219,00 €","168,32 €","  134,66 € "
1002139,34681-201-0,4009839376917,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Gyutoh 20 cm MIYABI 5000 FCD,200,Noir,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1002142,34681-241-0,4009839376924,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Gyutoh 24 cm MIYABI 5000 FCD,240,Noir,1,Actuel,"279,00 €","214,44 €","  171,55 € "
1002146,34685-171-0,4009839408625,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Nakiri 17 cm MIYABI 5000FCD,170,Noir,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1002144,34684-181-0,4009839376931,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Santoku 18 cm MIYABI 5000 FCD,180,Noir,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1002149,34686-241-0,4009839376948,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Couteau à pain 24 cm MIYABI 5000 FCD,240,Noir,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1002134,34680-241-0,4009839376894,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 FCD,Sujihiki 24 cm MIYABI 5000 FCD,240,Noir,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1002105,34541-091-0,4009839216718,Couteaux,Couteaux sans mitre,MIYABI,COUTEAUX,MIYABI 7000 D ,Kudamono 9 cm MIYABI 7000 D,90,Noir,1,Actuel,"129,00 €","99,15 €","  79,32 € "
1002106,34542-131-0,4009839216725,Couteaux,Couteaux sans mitre,MIYABI,COUTEAUX,MIYABI 7000 D ,Shotoh 13 cm MIYABI 7000 D,130,Noir,1,Actuel,"149,00 €","114,52 €","  91,62 € "
1002108,34542-161-0,4009839216732,Couteaux,Couteaux sans mitre,MIYABI,COUTEAUX,MIYABI 7000 D ,Chutoh 16 cm MIYABI 7000 D,160,Noir,1,Actuel,"169,00 €","129,89 €","  103,91 € "
1002110,34543-201-0,4009839216763,Couteaux,Couteaux sans mitre,MIYABI,COUTEAUX,MIYABI 7000 D ,Gyutoh 20 cm MIYABI 7000 D,200,Noir,1,Actuel,"219,00 €","168,32 €","  134,66 € "
1002112,34543-241-0,4009839238970,Couteaux,Couteaux sans mitre,MIYABI,COUTEAUX,MIYABI 7000 D ,Gyutoh 24 cm MIYABI 7000 D,240,Noir,1,Actuel,"269,00 €","206,75 €","  165,40 € "
1002114,34544-181-0,4009839216756,Couteaux,Couteaux sans mitre,MIYABI,COUTEAUX,MIYABI 7000 D ,Santoku 18 cm MIYABI 7000 D,180,Noir,1,Actuel,"219,00 €","168,32 €","  134,66 € "
1002088,34536-007-0,4009839303098,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Aiguiseur disque céramique,210x68x42,Noir,1,Actuel,"66,95 €","51,46 €","  41,17 € "
1002081,34536-000-0,4009839275104,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Kit a aiguiser de base,290x80x45,Noir,1,Actuel,"76,95 €","59,14 €","  47,31 € "
1002082,34536-001-0,4009839275043,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Pierre à aiguiser #400,210x70x25,Vert,1,Actuel,"89,95 €","69,14 €","  55,31 € "
1002083,34536-002-0,4009839275050,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Pierre à aiguiser #1000,210x70x25,Vert,1,Actuel,"109,00 €","83,78 €","  67,02 € "
1002086,34536-005-0,4009839275081,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Pierre à aiguiser #5000,210x70x25,Gris,1,Actuel,"219,00 €","168,32 €","  134,66 € "
1002078,34535-200-0,4009839275012,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Planche à découper hinoki 35x20x3 cm,350x200x30,Brun,1,Actuel,"99,95 €","76,82 €","  61,46 € "
1002079,34535-300-0,4009839275029,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,Planche a découper hinoki 40x25x3 cm,400x250x30,Brun,1,Actuel,"119,00 €","91,46 €","  73,17 € "
1002076,34532-100-0,4009839275227,Couteaux,Couteaux neutre,MIYABI,COUTEAUX,ACCESSOIRES,"Bloc de couteau bambou aimanté 42,5x20,5x2,3 cm",205x425x230,Brun,1,Actuel,"109,00 €","83,78 €","  67,02 € "
1005080,40850-137-0,5412191413166,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Faitout 16 cm avec couvercle Atlantis 7,16 ,Inox,1 ,Actuel,"219,00 €","168,32 €","  134,66 € "
1005081,40850-138-0,5412191413180,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Faitout 18 cm avec couvercle Atlantis 7,18 ,Inox,1 ,Actuel,"249,00 €","191,38 €","  153,10 € "
1005083,40850-139-0,5412191413203,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Faitout 20 cm avec couvercle Atlantis 7,20 ,Inox,1,Actuel,"269,00 €","206,75 €","  165,40 € "
1005085,40850-140-0,5412191413227,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Faitout 22 cm avec couvercle Atlantis 7,22 ,Inox,1 ,Actuel,"289,00 €","222,13 €","  177,70 € "
1005086,40850-141-0,5412191413241,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Faitout 24 cm avec couvercle Atlantis 7,24 ,Inox,1 ,Actuel,"299,00 €","229,81 €","  183,85 € "
1005088,40850-142-0,5412191413289,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Faitout 28 cm avec couvercle Atlantis 7,28 ,Inox,1 ,Actuel,"349,00 €","268,24 €","  214,59 € "
1005091,40850-144-0,5412191413951,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Marmite 20 cm avec couvercle Atlantis 7,20 ,Inox,1 ,Actuel,"299,00 €","229,81 €","  183,85 € "
1005089,40850-143-0,5412191413944,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Marmite 24 cm avec couvercle Atlantis 7,24 ,Inox,1 ,Actuel,"349,00 €","268,24 €","  214,59 € "
1005092,40850-145-0,5412191414149,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 14 cm sans couvercle Atlantis 7,14 ,Inox,1 ,Actuel,"159,00 €","122,21 €","  97,77 € "
1005093,40850-146-0,5412191414163,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 16 cm sans couvercle Atlantis 7,16 ,Inox,1 ,Actuel,"179,00 €","137,58 €","  110,06 € "
1005095,40850-147-0,5412191414187,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 18 cm sans couvercle Atlantis 7,18 ,Inox,1 ,Actuel,"199,00 €","152,95 €","  122,36 € "
1005097,40850-148-0,5412191414200,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 20 cm sans couvercle Atlantis 7,20 ,Inox,1 ,Actuel,"209,00 €","160,64 €","  128,51 € "
1005219,40850-337-0,5412191414156,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 14 cm avec couvercle Atlantis 7,14 ,Inox,1 ,Actuel,"219,00 €","168,32 €","  134,66 € "
1005220,40850-338-0,5412191414170,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 16 cm avec couvercle Atlantis 7,16 ,Inox,1 ,Actuel,"229,00 €","176,01 €","  140,81 € "
1005221,40850-339-0,5412191414194,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 18 cm avec couvercle Atlantis 7,18 ,Inox,1 ,Actuel,"249,00 €","191,38 €","  153,10 € "
1005222,40850-340-0,5412191414217,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Casserole 20 cm avec couvercle Atlantis 7,20 ,Inox,1 ,Actuel,"269,00 €","206,75 €","  165,40 € "
1005224,40850-342-0,5412191414255,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Sauteuse basse 24 cm avec couvercle Atlantis 7,24 ,Inox,1 ,Actuel,"299,00 €","229,81 €","  183,85 € "
1005226,40850-344-0,5412191414293,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Sauteuse basse 28 cm avec couvercle Atlantis 7,28 ,Inox,1 ,Actuel,"349,00 €","268,24 €","  214,59 € "
1005384,40850-926-0,5412191259184,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Sauteuse conique 18 cm sans couvercle Atlantis 7,18 ,Inox,1 ,Actuel,"189,00 €","145,27 €","  116,22 € "
1005386,40850-927-0,5412191259207,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Sauteuse conique 20 cm sans couvercle Atlantis 7,20 ,Inox,1 ,Actuel,"209,00 €","160,64 €","  128,51 € "
1005388,40850-928-0,5412191259221,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Sauteuse conique 22 cm sans couvercle Atlantis 7,22 ,Inox,1 ,Actuel,"229,00 €","176,01 €","  140,81 € "
1005390,40850-929-0,5412191259245,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Sauteuse conique 24 cm sans couvercle Atlantis 7,24 ,Inox,1 ,Actuel,"239,00 €","183,70 €","  146,96 € "
1005391,40850-934-0,5412191253243,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Cocotte conique 24 cm avec couvercle Atlantis 7,24 ,Inox,1 ,Actuel,"299,00 €","229,81 €","  183,85 € "
1005392,40850-935-0,5412191253281,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Cocotte conique 28 cm avec couvercle Atlantis 7,28 ,Inox,1 ,Actuel,"329,00 €","252,87 €","  202,30 € "
1005099,40850-149-0,5412191415146,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 14 cm Atlantis 7,14 ,Inox,1 ,Actuel,"63,00 €","48,42 €","  38,74 € "
1005100,40850-150-0,5412191415160,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 16 cm Atlantis 7,16 ,Inox,1 ,Actuel,"65,00 €","49,96 €","  39,97 € "
1005101,40850-151-0,5412191415184,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 18 cm Atlantis 7,18 ,Inox,1 ,Actuel,"69,00 €","53,03 €","  42,42 € "
1005102,40850-152-0,5412191415207,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 20 cm Atlantis 7,20,Inox,1,Actuel,"75,00 €","57,65 €","  46,12 € "
1005103,40850-153-0,5412191415221,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 22 cm Atlantis 7,22,Inox,1,Actuel,"79,00 €","60,72 €","  48,58 € "
1005104,40850-154-0,5412191415245,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 24 cm Atlantis 7,24,Inox,1,Actuel,"85,00 €","65,33 €","  52,26 € "
1005105,40850-155-0,5412191415283,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,ATLANTIS 7,Couvercle 28 cm Atlantis 7,28,Inox,1,Actuel,"90,00 €","69,17 €","  55,34 € "
1005110,40850-162-0,5412191443163,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 16 cm avec couvercle Apollo 7,16,Inox,1,Actuel,"149,00 €","114,52 €","  91,62 € "
1005111,40850-163-0,5412191443187,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 18 cm avec couvercle Apollo 7,18,Inox,1,Actuel,"159,00 €","122,21 €","  97,77 € "
1005112,40850-164-0,5412191443200,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 20 cm avec couvercle Apollo 7,20,Inox,1,Actuel,"169,00 €","129,89 €","  103,91 € "
1005113,40850-165-0,5412191443224,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 22 cm avec couvercle Apollo 7,22,Inox,1,Actuel,"189,00 €","145,27 €","  116,22 € "
1005114,40850-166-0,5412191443248,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 24 cm avec couvercle Apollo 7,24,Inox,1,Actuel,"209,00 €","160,64 €","  128,51 € "
1005115,40850-167-0,5412191443286,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 28 cm avec couvercle Apollo 7,28,Inox,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1005227,40850-348-0,5412191442166,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 16 cm sans couvercle Apollo 7,26,Inox,1,Actuel,"119,00 €","91,46 €","  73,17 € "
1005228,40850-349-0,5412191442180,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 18 cm sans couvercle Apollo 7,28,Inox,1,Actuel,"129,00 €","99,15 €","  79,32 € "
1005229,40850-350-0,5412191442203,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 20 cm sans couvercle Apollo 7,20,Inox,1,Actuel,"139,00 €","106,84 €","  85,47 € "
1005230,40850-351-0,5412191442227,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 22 cm sans couvercle Apollo 7,22,Inox,1,Actuel,"159,00 €","122,21 €","  97,77 € "
1005231,40850-352-0,5412191442241,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 24 cm sans couvercle Apollo 7,24,Inox,1,Actuel,"169,00 €","129,89 €","  103,91 € "
1005233,40850-355-0,5412191442289,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Faitout 28 cm sans couvercle Apollo 7,28,Inox,1,Actuel,"209,00 €","160,64 €","  128,51 € "
1005121,40850-174-0,5412191443958,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Marmite 20 cm avec couvercle Apollo 7,20,Inox,1,Actuel,"229,00 €","176,01 €","  140,81 € "
1005120,40850-173-0,5412191443941,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Marmite 24 cm avec couvercle Apollo 7,24,Inox,1,Actuel,"279,00 €","214,44 €","  171,55 € "
1005239,40850-362-0,5412191442951,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Marmite 20 cm sans couvercle Apollo 7,20,Inox,1,Actuel,"199,00 €","152,95 €","  122,36 € "
1005238,40850-361-0,5412191442944,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Marmite 24 cm sans couvercle Apollo 7,24,Inox,1,Actuel,"239,00 €","183,70 €","  146,96 € "
1005122,40850-175-0,5412191444146,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Casserole 14 cm sans couvercle Apollo 7,14,Inox,1,Actuel,"119,00 €","91,46 €","  73,17 € "
1005123,40850-176-0,5412191444160,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Casserole 16 cm sans couvercle Apollo 7,16,Inox,1,Actuel,"129,00 €","99,15 €","  79,32 € "
1005124,40850-177-0,5412191444184,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Casserole 18 cm sans couvercle Apollo 7,18,Inox,1,Actuel,"139,00 €","106,84 €","  85,47 € "
1005125,40850-178-0,5412191444207,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Casserole 20 cm sans couvercle Apollo 7,20,Inox,1,Actuel,"149,00 €","114,52 €","  91,62 € "
1005126,40850-179-0,5412191444221,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Casserole 22 cm sans couvercle Apollo 7,22,Inox,1,Actuel,"159,00 €","122,21 €","  97,77 € "
1005244,40850-368-0,5412191444252,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse 24 cm avec contre poignee ss couvercle Apollo 7,24,Inox,1,Actuel,"189,00 €","145,27 €","  116,22 € "
1005245,40850-370-0,5412191444290,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse 28 cm avec contre poignee ss couvercle Apollo 7,28,Inox,1,Actuel,"219,00 €","168,32 €","  134,66 € "
1005148,40850-218-0,5412191549148,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 14 cm sans couvercle Apollo 7,14,Inox,1,Actuel,"159,00 €","122,21 €","  97,77 € "
1005149,40850-219-0,5412191549162,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 16 cm sans couvercle Apollo 7,16,Inox,1,Actuel,"169,00 €","129,89 €","  103,91 € "
1005150,40850-220-0,5412191549186,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 18 cm sans couvercle Apollo 7,18,Inox,1,Actuel,"179,00 €","137,58 €","  110,06 € "
1005151,40850-221-0,5412191549209,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 20 cm sans couvercle Apollo 7,20,Inox,1,Actuel,"189,00 €","145,27 €","  116,22 € "
1005152,40850-222-0,5412191549223,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 22 cm sans couvercle Apollo 7,22,Inox,1,Actuel,"199,00 €","152,95 €","  122,36 € "
1005153,40850-223-0,5412191549247,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 24 cm sans couvercle Apollo 7,24,Inox,1,Actuel,"209,00 €","160,64 €","  128,51 € "
1005154,40850-224-0,5412191549285,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Sauteuse conique 28 cm sans couvercle Apollo 7,28,Inox,1,Actuel,"229,00 €","176,01 €","  140,81 € "
1005341,40850-766-0,5412191544242,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Cocotte conique 24 cm avec couvercle Apollo 7,24,Inox,1,Actuel,"249,00 €","191,38 €","  153,10 € "
1005342,40850-767-0,5412191544280,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Cocotte conique 28 cm avec couvercle Apollo 7,28,Inox,1,Actuel,"279,00 €","214,44 €","  171,55 € "
1005127,40850-180-0,5412191445143,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 14 cm Apollo 7,14,Inox,1,Actuel,"40,00 €","30,74 €","  24,59 € "
1005128,40850-181-0,5412191445167,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 16 cm Apollo 7,16,Inox,1,Actuel,"45,00 €","34,59 €","  27,67 € "
1005129,40850-182-0,5412191445181,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 18 cm Apollo 7,18,Inox,1,Actuel,"47,00 €","36,12 €","  28,90 € "
1005130,40850-183-0,5412191445204,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 20 cm Apollo 7,20,Inox,1,Actuel,"48,00 €","36,89 €","  29,51 € "
1005131,40850-184-0,5412191445228,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 22 cm Apollo 7,22,Inox,1,Actuel,"52,00 €","39,97 €","  31,98 € "
1005132,40850-185-0,5412191445242,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 24 cm Apollo 7,24,Inox,1,Actuel,"55,00 €","42,27 €","  33,82 € "
1005133,40850-186-0,5412191445280,Casseroles et poêles,Casseroles et poêles acier inox,DEMEYERE,CUISSON,APOLLO 7,Couvercle 28 cm Apollo 7,28,Inox,1,Actuel,"60,00 €","46,12 €","  36,90 € "
1005456,40851-023-0,5412191136201,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle Duraglide® Titanium 20 cm Alu Pro 5,20,Noir argenté,1,Actuel,"89,00 €","68,41 €","  54,73 € "
1005457,40851-024-0,5412191136249,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle Duraglide® Titanium 24 cm Alu Pro 5,24,Noir argenté,1,Actuel,"99,00 €","76,09 €","  60,87 € "
1005461,40851-045-0,5412191136263,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle Duraglide® Titanium 26 cm Alu Pro 5,26,Noir argenté,1,Actuel,"105,00 €","80,70 €","  64,56 € "
1005458,40851-028-0,5412191136287,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle Duraglide® Titanium 28 cm Alu Pro 5,28,Noir argenté,1,Actuel,"109,00 €","83,78 €","  67,02 € "
1005462,40851-046-0,5412191136300,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle Duraglide® Titanium 30 cm Alu Pro 5,30,Noir argenté,1,Actuel,"119,00 €","91,46 €","  73,17 € "
1005460,40851-032-0,5412191136324,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle Duraglide® Titanium 32 cm Alu Pro 5,32,Noir argenté,1,Actuel,"129,00 €","99,15 €","  79,32 € "
1005459,40851-030-0,5412191139301,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Wok Duraglide® Titanium 30 cm Alu Pro 5,30,Noir argenté,1,Actuel,"109,00 €","83,78 €","  67,02 € "
1005463,40851-047-0,5412191134245,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle haute Duraglide® Titanium 24 cm Alu Pro 5,24,Noir argenté,1,Actuel,"119,00 €","91,46 €","  73,17 € "
1005465,40851-048-0,5412191134283,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle haute Duraglide® Titanium 28 cm Alu Pro 5,28,Noir argenté,1,Actuel,"129,00 €","99,15 €","  79,32 € "
1005466,40851-049-0,5412191138281,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Crêpière Duraglide® Titanium 30 cm Alu Pro 5,30,Noir argenté,1,Actuel,"109,00 €","83,78 €","  67,02 € "
1008002,40851-266-0,5412191126240,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle à frire Ceraforce® Ultra 24 cm Alu Pro 5,24,Noir argenté,1,Actuel,"99,00 €","76,09 €","  60,87 € "
1008004,40851-268-0,5412191126288,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle à frire Ceraforce® Ultra 28 cm Alu Pro 5,28,Noir argenté,1,Actuel,"109,00 €","83,78 €","  67,02 € "
1008006,40851-270-0,5412191126325,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Poêle à frire Ceraforce® Ultra 32 cm Alu Pro 5,32,Noir argenté,1,Actuel,"129,00 €","99,15 €","  79,32 € "
1008007,40851-271-0,5412191129302,Casseroles et poêles,Casseroles et poêles aluminium,DEMEYERE,CUISSON,ALU PRO 5,Wok Ceraforce® Ultra 30 cm Alu Pro 5,30,Noir argenté,1,Actuel,"109,00 €","83,78 €","  67,02 € "
